,Equipo,Tabla,n_sim,Posición
29060,Santiago Wanderers,Absoluta,808,15
29061,Santiago Wanderers,Ponderada,808,11
29062,Huachipato,Absoluta,808,6
29063,Huachipato,Ponderada,808,6
29064,Unión Española,Absoluta,808,3
29065,Unión Española,Ponderada,808,3
29066,Curicó Unido,Absoluta,808,5
29067,Curicó Unido,Ponderada,808,12
29068,Colo-Colo,Absoluta,808,18
29069,Colo-Colo,Ponderada,808,5
29070,Unión La Calera,Absoluta,808,2
29071,Unión La Calera,Ponderada,808,2
29072,Universidad de Concepción,Absoluta,808,11
29073,Universidad de Concepción,Ponderada,808,17
29074,Palestino,Absoluta,808,7
29075,Palestino,Ponderada,808,4
29076,Universidad de Chile,Absoluta,808,4
29077,Universidad de Chile,Ponderada,808,15
29078,Cobresal,Absoluta,808,12
29079,Cobresal,Ponderada,808,13
29080,Universidad Católica,Absoluta,808,1
29081,Universidad Católica,Ponderada,808,1
29082,Iquique,Absoluta,808,17
29083,Iquique,Ponderada,808,18
29084,La Serena,Absoluta,808,14
29085,La Serena,Ponderada,808,9
29086,Coquimbo Unido,Absoluta,808,16
29087,Coquimbo Unido,Ponderada,808,8
29088,Everton,Absoluta,809,9
29089,Everton,Ponderada,809,12
29090,O'Higgins,Absoluta,809,11
29091,O'Higgins,Ponderada,809,7
29092,Antofagasta,Absoluta,809,6
29093,Antofagasta,Ponderada,809,15
29094,Audax Italiano,Absoluta,809,13
29095,Audax Italiano,Ponderada,809,9
29096,Santiago Wanderers,Absoluta,809,12
29097,Santiago Wanderers,Ponderada,809,8
29098,Huachipato,Absoluta,809,8
29099,Huachipato,Ponderada,809,6
29100,Unión Española,Absoluta,809,3
29101,Unión Española,Ponderada,809,3
29102,Curicó Unido,Absoluta,809,7
29103,Curicó Unido,Ponderada,809,14
29104,Colo-Colo,Absoluta,809,16
29105,Colo-Colo,Ponderada,809,5
29106,Unión La Calera,Absoluta,809,2
29107,Unión La Calera,Ponderada,809,2
29108,Universidad de Concepción,Absoluta,809,14
29109,Universidad de Concepción,Ponderada,809,18
29110,Palestino,Absoluta,809,5
29111,Palestino,Ponderada,809,4
29112,Universidad de Chile,Absoluta,809,4
29113,Universidad de Chile,Ponderada,809,16
29114,Cobresal,Absoluta,809,10
29115,Cobresal,Ponderada,809,10
29116,Universidad Católica,Absoluta,809,1
29117,Universidad Católica,Ponderada,809,1
29118,Iquique,Absoluta,809,17
29119,Iquique,Ponderada,809,17
29120,La Serena,Absoluta,809,15
29121,La Serena,Ponderada,809,13
29122,Coquimbo Unido,Absoluta,809,18
29123,Coquimbo Unido,Ponderada,809,11
29124,Everton,Absoluta,810,14
29125,Everton,Ponderada,810,14
29126,O'Higgins,Absoluta,810,5
29127,O'Higgins,Ponderada,810,6
29128,Antofagasta,Absoluta,810,7
29129,Antofagasta,Ponderada,810,13
29130,Audax Italiano,Absoluta,810,12
29131,Audax Italiano,Ponderada,810,10
29132,Santiago Wanderers,Absoluta,810,11
29133,Santiago Wanderers,Ponderada,810,8
29134,Huachipato,Absoluta,810,6
29135,Huachipato,Ponderada,810,7
29136,Unión Española,Absoluta,810,3
29137,Unión Española,Ponderada,810,3
29138,Curicó Unido,Absoluta,810,8
29139,Curicó Unido,Ponderada,810,12
29140,Colo-Colo,Absoluta,810,15
29141,Colo-Colo,Ponderada,810,5
29142,Unión La Calera,Absoluta,810,2
29143,Unión La Calera,Ponderada,810,2
29144,Universidad de Concepción,Absoluta,810,13
29145,Universidad de Concepción,Ponderada,810,17
29146,Palestino,Absoluta,810,4
29147,Palestino,Ponderada,810,4
29148,Universidad de Chile,Absoluta,810,9
29149,Universidad de Chile,Ponderada,810,16
29150,Cobresal,Absoluta,810,10
29151,Cobresal,Ponderada,810,11
29152,Universidad Católica,Absoluta,810,1
29153,Universidad Católica,Ponderada,810,1
29154,Iquique,Absoluta,810,18
29155,Iquique,Ponderada,810,18
29156,La Serena,Absoluta,810,17
29157,La Serena,Ponderada,810,15
29158,Coquimbo Unido,Absoluta,810,16
29159,Coquimbo Unido,Ponderada,810,9
29160,Everton,Absoluta,811,11
29161,Everton,Ponderada,811,15
29162,O'Higgins,Absoluta,811,7
29163,O'Higgins,Ponderada,811,5
29164,Antofagasta,Absoluta,811,9
29165,Antofagasta,Ponderada,811,14
29166,Audax Italiano,Absoluta,811,14
29167,Audax Italiano,Ponderada,811,12
29168,Santiago Wanderers,Absoluta,811,12
29169,Santiago Wanderers,Ponderada,811,11
29170,Huachipato,Absoluta,811,5
29171,Huachipato,Ponderada,811,6
29172,Unión Española,Absoluta,811,3
29173,Unión Española,Ponderada,811,3
29174,Curicó Unido,Absoluta,811,10
29175,Curicó Unido,Ponderada,811,13
29176,Colo-Colo,Absoluta,811,17
29177,Colo-Colo,Ponderada,811,7
29178,Unión La Calera,Absoluta,811,1
29179,Unión La Calera,Ponderada,811,2
29180,Universidad de Concepción,Absoluta,811,16
29181,Universidad de Concepción,Ponderada,811,18
29182,Palestino,Absoluta,811,4
29183,Palestino,Ponderada,811,4
29184,Universidad de Chile,Absoluta,811,8
29185,Universidad de Chile,Ponderada,811,16
29186,Cobresal,Absoluta,811,6
29187,Cobresal,Ponderada,811,8
29188,Universidad Católica,Absoluta,811,2
29189,Universidad Católica,Ponderada,811,1
29190,Iquique,Absoluta,811,18
29191,Iquique,Ponderada,811,17
29192,La Serena,Absoluta,811,13
29193,La Serena,Ponderada,811,10
29194,Coquimbo Unido,Absoluta,811,15
29195,Coquimbo Unido,Ponderada,811,9
29196,Everton,Absoluta,812,8
29197,Everton,Ponderada,812,14
29198,O'Higgins,Absoluta,812,12
29199,O'Higgins,Ponderada,812,9
29200,Antofagasta,Absoluta,812,4
29201,Antofagasta,Ponderada,812,12
29202,Audax Italiano,Absoluta,812,14
29203,Audax Italiano,Ponderada,812,11
29204,Santiago Wanderers,Absoluta,812,11
29205,Santiago Wanderers,Ponderada,812,8
29206,Huachipato,Absoluta,812,7
29207,Huachipato,Ponderada,812,7
29208,Unión Española,Absoluta,812,3
29209,Unión Española,Ponderada,812,3
29210,Curicó Unido,Absoluta,812,6
29211,Curicó Unido,Ponderada,812,13
29212,Colo-Colo,Absoluta,812,17
29213,Colo-Colo,Ponderada,812,5
29214,Unión La Calera,Absoluta,812,1
29215,Unión La Calera,Ponderada,812,2
29216,Universidad de Concepción,Absoluta,812,13
29217,Universidad de Concepción,Ponderada,812,18
29218,Palestino,Absoluta,812,5
29219,Palestino,Ponderada,812,4
29220,Universidad de Chile,Absoluta,812,9
29221,Universidad de Chile,Ponderada,812,16
29222,Cobresal,Absoluta,812,15
29223,Cobresal,Ponderada,812,15
29224,Universidad Católica,Absoluta,812,2
29225,Universidad Católica,Ponderada,812,1
29226,Iquique,Absoluta,812,18
29227,Iquique,Ponderada,812,17
29228,La Serena,Absoluta,812,10
29229,La Serena,Ponderada,812,6
29230,Coquimbo Unido,Absoluta,812,16
29231,Coquimbo Unido,Ponderada,812,10
29232,Everton,Absoluta,813,12
29233,Everton,Ponderada,813,16
29234,O'Higgins,Absoluta,813,10
29235,O'Higgins,Ponderada,813,7
29236,Antofagasta,Absoluta,813,6
29237,Antofagasta,Ponderada,813,15
29238,Audax Italiano,Absoluta,813,13
29239,Audax Italiano,Ponderada,813,10
29240,Santiago Wanderers,Absoluta,813,8
29241,Santiago Wanderers,Ponderada,813,5
29242,Huachipato,Absoluta,813,9
29243,Huachipato,Ponderada,813,8
29244,Unión Española,Absoluta,813,3
29245,Unión Española,Ponderada,813,4
29246,Curicó Unido,Absoluta,813,7
29247,Curicó Unido,Ponderada,813,13
29248,Colo-Colo,Absoluta,813,17
29249,Colo-Colo,Ponderada,813,6
29250,Unión La Calera,Absoluta,813,2
29251,Unión La Calera,Ponderada,813,2
29252,Universidad de Concepción,Absoluta,813,11
29253,Universidad de Concepción,Ponderada,813,18
29254,Palestino,Absoluta,813,5
29255,Palestino,Ponderada,813,3
29256,Universidad de Chile,Absoluta,813,4
29257,Universidad de Chile,Ponderada,813,11
29258,Cobresal,Absoluta,813,15
29259,Cobresal,Ponderada,813,14
29260,Universidad Católica,Absoluta,813,1
29261,Universidad Católica,Ponderada,813,1
29262,Iquique,Absoluta,813,16
29263,Iquique,Ponderada,813,17
29264,La Serena,Absoluta,813,14
29265,La Serena,Ponderada,813,12
29266,Coquimbo Unido,Absoluta,813,18
29267,Coquimbo Unido,Ponderada,813,9
29268,Everton,Absoluta,814,12
29269,Everton,Ponderada,814,14
29270,O'Higgins,Absoluta,814,5
29271,O'Higgins,Ponderada,814,5
29272,Antofagasta,Absoluta,814,8
29273,Antofagasta,Ponderada,814,15
29274,Audax Italiano,Absoluta,814,14
29275,Audax Italiano,Ponderada,814,10
29276,Santiago Wanderers,Absoluta,814,11
29277,Santiago Wanderers,Ponderada,814,7
29278,Huachipato,Absoluta,814,9
29279,Huachipato,Ponderada,814,8
29280,Unión Española,Absoluta,814,3
29281,Unión Española,Ponderada,814,4
29282,Curicó Unido,Absoluta,814,6
29283,Curicó Unido,Ponderada,814,13
29284,Colo-Colo,Absoluta,814,16
29285,Colo-Colo,Ponderada,814,6
29286,Unión La Calera,Absoluta,814,1
29287,Unión La Calera,Ponderada,814,2
29288,Universidad de Concepción,Absoluta,814,10
29289,Universidad de Concepción,Ponderada,814,17
29290,Palestino,Absoluta,814,4
29291,Palestino,Ponderada,814,3
29292,Universidad de Chile,Absoluta,814,7
29293,Universidad de Chile,Ponderada,814,16
29294,Cobresal,Absoluta,814,13
29295,Cobresal,Ponderada,814,11
29296,Universidad Católica,Absoluta,814,2
29297,Universidad Católica,Ponderada,814,1
29298,Iquique,Absoluta,814,18
29299,Iquique,Ponderada,814,18
29300,La Serena,Absoluta,814,15
29301,La Serena,Ponderada,814,12
29302,Coquimbo Unido,Absoluta,814,17
29303,Coquimbo Unido,Ponderada,814,9
29304,Everton,Absoluta,815,8
29305,Everton,Ponderada,815,14
29306,O'Higgins,Absoluta,815,9
29307,O'Higgins,Ponderada,815,7
29308,Antofagasta,Absoluta,815,6
29309,Antofagasta,Ponderada,815,15
29310,Audax Italiano,Absoluta,815,15
29311,Audax Italiano,Ponderada,815,12
29312,Santiago Wanderers,Absoluta,815,11
29313,Santiago Wanderers,Ponderada,815,8
29314,Huachipato,Absoluta,815,10
29315,Huachipato,Ponderada,815,9
29316,Unión Española,Absoluta,815,4
29317,Unión Española,Ponderada,815,4
29318,Curicó Unido,Absoluta,815,2
29319,Curicó Unido,Ponderada,815,6
29320,Colo-Colo,Absoluta,815,17
29321,Colo-Colo,Ponderada,815,5
29322,Unión La Calera,Absoluta,815,3
29323,Unión La Calera,Ponderada,815,2
29324,Universidad de Concepción,Absoluta,815,13
29325,Universidad de Concepción,Ponderada,815,18
29326,Palestino,Absoluta,815,5
29327,Palestino,Ponderada,815,3
29328,Universidad de Chile,Absoluta,815,7
29329,Universidad de Chile,Ponderada,815,16
29330,Cobresal,Absoluta,815,12
29331,Cobresal,Ponderada,815,13
29332,Universidad Católica,Absoluta,815,1
29333,Universidad Católica,Ponderada,815,1
29334,Iquique,Absoluta,815,16
29335,Iquique,Ponderada,815,17
29336,La Serena,Absoluta,815,14
29337,La Serena,Ponderada,815,10
29338,Coquimbo Unido,Absoluta,815,18
29339,Coquimbo Unido,Ponderada,815,11
29340,Everton,Absoluta,816,10
29341,Everton,Ponderada,816,13
29342,O'Higgins,Absoluta,816,6
29343,O'Higgins,Ponderada,816,5
29344,Antofagasta,Absoluta,816,9
29345,Antofagasta,Ponderada,816,16
29346,Audax Italiano,Absoluta,816,16
29347,Audax Italiano,Ponderada,816,12
29348,Santiago Wanderers,Absoluta,816,14
29349,Santiago Wanderers,Ponderada,816,10
29350,Huachipato,Absoluta,816,7
29351,Huachipato,Ponderada,816,7
29352,Unión Española,Absoluta,816,2
29353,Unión Española,Ponderada,816,4
29354,Curicó Unido,Absoluta,816,11
29355,Curicó Unido,Ponderada,816,15
29356,Colo-Colo,Absoluta,816,17
29357,Colo-Colo,Ponderada,816,6
29358,Unión La Calera,Absoluta,816,3
29359,Unión La Calera,Ponderada,816,2
29360,Universidad de Concepción,Absoluta,816,12
29361,Universidad de Concepción,Ponderada,816,18
29362,Palestino,Absoluta,816,4
29363,Palestino,Ponderada,816,3
29364,Universidad de Chile,Absoluta,816,5
29365,Universidad de Chile,Ponderada,816,14
29366,Cobresal,Absoluta,816,8
29367,Cobresal,Ponderada,816,8
29368,Universidad Católica,Absoluta,816,1
29369,Universidad Católica,Ponderada,816,1
29370,Iquique,Absoluta,816,13
29371,Iquique,Ponderada,816,17
29372,La Serena,Absoluta,816,15
29373,La Serena,Ponderada,816,9
29374,Coquimbo Unido,Absoluta,816,18
29375,Coquimbo Unido,Ponderada,816,11
29376,Everton,Absoluta,817,9
29377,Everton,Ponderada,817,14
29378,O'Higgins,Absoluta,817,6
29379,O'Higgins,Ponderada,817,7
29380,Antofagasta,Absoluta,817,8
29381,Antofagasta,Ponderada,817,15
29382,Audax Italiano,Absoluta,817,14
29383,Audax Italiano,Ponderada,817,9
29384,Santiago Wanderers,Absoluta,817,15
29385,Santiago Wanderers,Ponderada,817,11
29386,Huachipato,Absoluta,817,10
29387,Huachipato,Ponderada,817,8
29388,Unión Española,Absoluta,817,3
29389,Unión Española,Ponderada,817,3
29390,Curicó Unido,Absoluta,817,4
29391,Curicó Unido,Ponderada,817,12
29392,Colo-Colo,Absoluta,817,17
29393,Colo-Colo,Ponderada,817,6
29394,Unión La Calera,Absoluta,817,2
29395,Unión La Calera,Ponderada,817,2
29396,Universidad de Concepción,Absoluta,817,12
29397,Universidad de Concepción,Ponderada,817,17
29398,Palestino,Absoluta,817,7
29399,Palestino,Ponderada,817,4
29400,Universidad de Chile,Absoluta,817,5
29401,Universidad de Chile,Ponderada,817,16
29402,Cobresal,Absoluta,817,11
29403,Cobresal,Ponderada,817,10
29404,Universidad Católica,Absoluta,817,1
29405,Universidad Católica,Ponderada,817,1
29406,Iquique,Absoluta,817,18
29407,Iquique,Ponderada,817,18
29408,La Serena,Absoluta,817,16
29409,La Serena,Ponderada,817,13
29410,Coquimbo Unido,Absoluta,817,13
29411,Coquimbo Unido,Ponderada,817,5
29412,Everton,Absoluta,818,7
29413,Everton,Ponderada,818,11
29414,O'Higgins,Absoluta,818,10
29415,O'Higgins,Ponderada,818,7
29416,Antofagasta,Absoluta,818,8
29417,Antofagasta,Ponderada,818,14
29418,Audax Italiano,Absoluta,818,12
29419,Audax Italiano,Ponderada,818,9
29420,Santiago Wanderers,Absoluta,818,14
29421,Santiago Wanderers,Ponderada,818,12
29422,Huachipato,Absoluta,818,5
29423,Huachipato,Ponderada,818,5
29424,Unión Española,Absoluta,818,3
29425,Unión Española,Ponderada,818,3
29426,Curicó Unido,Absoluta,818,4
29427,Curicó Unido,Ponderada,818,10
29428,Colo-Colo,Absoluta,818,17
29429,Colo-Colo,Ponderada,818,6
29430,Unión La Calera,Absoluta,818,2
29431,Unión La Calera,Ponderada,818,2
29432,Universidad de Concepción,Absoluta,818,13
29433,Universidad de Concepción,Ponderada,818,17
29434,Palestino,Absoluta,818,9
29435,Palestino,Ponderada,818,4
29436,Universidad de Chile,Absoluta,818,6
29437,Universidad de Chile,Ponderada,818,15
29438,Cobresal,Absoluta,818,11
29439,Cobresal,Ponderada,818,13
29440,Universidad Católica,Absoluta,818,1
29441,Universidad Católica,Ponderada,818,1
29442,Iquique,Absoluta,818,18
29443,Iquique,Ponderada,818,18
29444,La Serena,Absoluta,818,16
29445,La Serena,Ponderada,818,16
29446,Coquimbo Unido,Absoluta,818,15
29447,Coquimbo Unido,Ponderada,818,8
29448,Everton,Absoluta,819,10
29449,Everton,Ponderada,819,14
29450,O'Higgins,Absoluta,819,7
29451,O'Higgins,Ponderada,819,6
29452,Antofagasta,Absoluta,819,8
29453,Antofagasta,Ponderada,819,15
29454,Audax Italiano,Absoluta,819,17
29455,Audax Italiano,Ponderada,819,12
29456,Santiago Wanderers,Absoluta,819,14
29457,Santiago Wanderers,Ponderada,819,10
29458,Huachipato,Absoluta,819,11
29459,Huachipato,Ponderada,819,7
29460,Unión Española,Absoluta,819,3
29461,Unión Española,Ponderada,819,3
29462,Curicó Unido,Absoluta,819,4
29463,Curicó Unido,Ponderada,819,11
29464,Colo-Colo,Absoluta,819,15
29465,Colo-Colo,Ponderada,819,5
29466,Unión La Calera,Absoluta,819,2
29467,Unión La Calera,Ponderada,819,2
29468,Universidad de Concepción,Absoluta,819,12
29469,Universidad de Concepción,Ponderada,819,18
29470,Palestino,Absoluta,819,5
29471,Palestino,Ponderada,819,4
29472,Universidad de Chile,Absoluta,819,6
29473,Universidad de Chile,Ponderada,819,16
29474,Cobresal,Absoluta,819,9
29475,Cobresal,Ponderada,819,9
29476,Universidad Católica,Absoluta,819,1
29477,Universidad Católica,Ponderada,819,1
29478,Iquique,Absoluta,819,13
29479,Iquique,Ponderada,819,17
29480,La Serena,Absoluta,819,16
29481,La Serena,Ponderada,819,13
29482,Coquimbo Unido,Absoluta,819,18
29483,Coquimbo Unido,Ponderada,819,8
29484,Everton,Absoluta,820,11
29485,Everton,Ponderada,820,14
29486,O'Higgins,Absoluta,820,10
29487,O'Higgins,Ponderada,820,8
29488,Antofagasta,Absoluta,820,9
29489,Antofagasta,Ponderada,820,15
29490,Audax Italiano,Absoluta,820,12
29491,Audax Italiano,Ponderada,820,9
29492,Santiago Wanderers,Absoluta,820,8
29493,Santiago Wanderers,Ponderada,820,5
29494,Huachipato,Absoluta,820,7
29495,Huachipato,Ponderada,820,7
29496,Unión Española,Absoluta,820,3
29497,Unión Española,Ponderada,820,3
29498,Curicó Unido,Absoluta,820,4
29499,Curicó Unido,Ponderada,820,10
29500,Colo-Colo,Absoluta,820,16
29501,Colo-Colo,Ponderada,820,6
29502,Unión La Calera,Absoluta,820,2
29503,Unión La Calera,Ponderada,820,2
29504,Universidad de Concepción,Absoluta,820,13
29505,Universidad de Concepción,Ponderada,820,17
29506,Palestino,Absoluta,820,5
29507,Palestino,Ponderada,820,4
29508,Universidad de Chile,Absoluta,820,6
29509,Universidad de Chile,Ponderada,820,13
29510,Cobresal,Absoluta,820,14
29511,Cobresal,Ponderada,820,12
29512,Universidad Católica,Absoluta,820,1
29513,Universidad Católica,Ponderada,820,1
29514,Iquique,Absoluta,820,17
29515,Iquique,Ponderada,820,18
29516,La Serena,Absoluta,820,15
29517,La Serena,Ponderada,820,16
29518,Coquimbo Unido,Absoluta,820,18
29519,Coquimbo Unido,Ponderada,820,11
29520,Everton,Absoluta,821,13
29521,Everton,Ponderada,821,15
29522,O'Higgins,Absoluta,821,9
29523,O'Higgins,Ponderada,821,9
29524,Antofagasta,Absoluta,821,6
29525,Antofagasta,Ponderada,821,14
29526,Audax Italiano,Absoluta,821,14
29527,Audax Italiano,Ponderada,821,12
29528,Santiago Wanderers,Absoluta,821,8
29529,Santiago Wanderers,Ponderada,821,5
29530,Huachipato,Absoluta,821,7
29531,Huachipato,Ponderada,821,8
29532,Unión Española,Absoluta,821,3
29533,Unión Española,Ponderada,821,3
29534,Curicó Unido,Absoluta,821,5
29535,Curicó Unido,Ponderada,821,11
29536,Colo-Colo,Absoluta,821,17
29537,Colo-Colo,Ponderada,821,6
29538,Unión La Calera,Absoluta,821,1
29539,Unión La Calera,Ponderada,821,2
29540,Universidad de Concepción,Absoluta,821,16
29541,Universidad de Concepción,Ponderada,821,17
29542,Palestino,Absoluta,821,4
29543,Palestino,Ponderada,821,4
29544,Universidad de Chile,Absoluta,821,10
29545,Universidad de Chile,Ponderada,821,16
29546,Cobresal,Absoluta,821,11
29547,Cobresal,Ponderada,821,13
29548,Universidad Católica,Absoluta,821,2
29549,Universidad Católica,Ponderada,821,1
29550,Iquique,Absoluta,821,18
29551,Iquique,Ponderada,821,18
29552,La Serena,Absoluta,821,15
29553,La Serena,Ponderada,821,10
29554,Coquimbo Unido,Absoluta,821,12
29555,Coquimbo Unido,Ponderada,821,7
29556,Everton,Absoluta,822,13
29557,Everton,Ponderada,822,16
29558,O'Higgins,Absoluta,822,11
29559,O'Higgins,Ponderada,822,8
29560,Antofagasta,Absoluta,822,7
29561,Antofagasta,Ponderada,822,15
29562,Audax Italiano,Absoluta,822,15
29563,Audax Italiano,Ponderada,822,10
29564,Santiago Wanderers,Absoluta,822,14
29565,Santiago Wanderers,Ponderada,822,11
29566,Huachipato,Absoluta,822,6
29567,Huachipato,Ponderada,822,6
29568,Unión Española,Absoluta,822,3
29569,Unión Española,Ponderada,822,4
29570,Curicó Unido,Absoluta,822,8
29571,Curicó Unido,Ponderada,822,14
29572,Colo-Colo,Absoluta,822,16
29573,Colo-Colo,Ponderada,822,5
29574,Unión La Calera,Absoluta,822,2
29575,Unión La Calera,Ponderada,822,2
29576,Universidad de Concepción,Absoluta,822,9
29577,Universidad de Concepción,Ponderada,822,18
29578,Palestino,Absoluta,822,5
29579,Palestino,Ponderada,822,3
29580,Universidad de Chile,Absoluta,822,4
29581,Universidad de Chile,Ponderada,822,13
29582,Cobresal,Absoluta,822,12
29583,Cobresal,Ponderada,822,12
29584,Universidad Católica,Absoluta,822,1
29585,Universidad Católica,Ponderada,822,1
29586,Iquique,Absoluta,822,17
29587,Iquique,Ponderada,822,17
29588,La Serena,Absoluta,822,10
29589,La Serena,Ponderada,822,7
29590,Coquimbo Unido,Absoluta,822,18
29591,Coquimbo Unido,Ponderada,822,9
29592,Everton,Absoluta,823,10
29593,Everton,Ponderada,823,15
29594,O'Higgins,Absoluta,823,9
29595,O'Higgins,Ponderada,823,9
29596,Antofagasta,Absoluta,823,6
29597,Antofagasta,Ponderada,823,14
29598,Audax Italiano,Absoluta,823,17
29599,Audax Italiano,Ponderada,823,11
29600,Santiago Wanderers,Absoluta,823,11
29601,Santiago Wanderers,Ponderada,823,8
29602,Huachipato,Absoluta,823,4
29603,Huachipato,Ponderada,823,6
29604,Unión Española,Absoluta,823,3
29605,Unión Española,Ponderada,823,3
29606,Curicó Unido,Absoluta,823,5
29607,Curicó Unido,Ponderada,823,12
29608,Colo-Colo,Absoluta,823,14
29609,Colo-Colo,Ponderada,823,5
29610,Unión La Calera,Absoluta,823,1
29611,Unión La Calera,Ponderada,823,2
29612,Universidad de Concepción,Absoluta,823,13
29613,Universidad de Concepción,Ponderada,823,17
29614,Palestino,Absoluta,823,7
29615,Palestino,Ponderada,823,4
29616,Universidad de Chile,Absoluta,823,8
29617,Universidad de Chile,Ponderada,823,16
29618,Cobresal,Absoluta,823,16
29619,Cobresal,Ponderada,823,13
29620,Universidad Católica,Absoluta,823,2
29621,Universidad Católica,Ponderada,823,1
29622,Iquique,Absoluta,823,18
29623,Iquique,Ponderada,823,18
29624,La Serena,Absoluta,823,12
29625,La Serena,Ponderada,823,10
29626,Coquimbo Unido,Absoluta,823,15
29627,Coquimbo Unido,Ponderada,823,7
29628,Everton,Absoluta,824,9
29629,Everton,Ponderada,824,14
29630,O'Higgins,Absoluta,824,11
29631,O'Higgins,Ponderada,824,8
29632,Antofagasta,Absoluta,824,4
29633,Antofagasta,Ponderada,824,12
29634,Audax Italiano,Absoluta,824,12
29635,Audax Italiano,Ponderada,824,9
29636,Santiago Wanderers,Absoluta,824,8
29637,Santiago Wanderers,Ponderada,824,6
29638,Huachipato,Absoluta,824,7
29639,Huachipato,Ponderada,824,7
29640,Unión Española,Absoluta,824,3
29641,Unión Española,Ponderada,824,3
29642,Curicó Unido,Absoluta,824,5
29643,Curicó Unido,Ponderada,824,10
29644,Colo-Colo,Absoluta,824,14
29645,Colo-Colo,Ponderada,824,5
29646,Unión La Calera,Absoluta,824,2
29647,Unión La Calera,Ponderada,824,2
29648,Universidad de Concepción,Absoluta,824,15
29649,Universidad de Concepción,Ponderada,824,17
29650,Palestino,Absoluta,824,6
29651,Palestino,Ponderada,824,4
29652,Universidad de Chile,Absoluta,824,10
29653,Universidad de Chile,Ponderada,824,16
29654,Cobresal,Absoluta,824,13
29655,Cobresal,Ponderada,824,13
29656,Universidad Católica,Absoluta,824,1
29657,Universidad Católica,Ponderada,824,1
29658,Iquique,Absoluta,824,18
29659,Iquique,Ponderada,824,18
29660,La Serena,Absoluta,824,16
29661,La Serena,Ponderada,824,15
29662,Coquimbo Unido,Absoluta,824,17
29663,Coquimbo Unido,Ponderada,824,11
29664,Everton,Absoluta,825,13
29665,Everton,Ponderada,825,16
29666,O'Higgins,Absoluta,825,9
29667,O'Higgins,Ponderada,825,7
29668,Antofagasta,Absoluta,825,5
29669,Antofagasta,Ponderada,825,13
29670,Audax Italiano,Absoluta,825,15
29671,Audax Italiano,Ponderada,825,11
29672,Santiago Wanderers,Absoluta,825,12
29673,Santiago Wanderers,Ponderada,825,10
29674,Huachipato,Absoluta,825,8
29675,Huachipato,Ponderada,825,6
29676,Unión Española,Absoluta,825,3
29677,Unión Española,Ponderada,825,4
29678,Curicó Unido,Absoluta,825,7
29679,Curicó Unido,Ponderada,825,14
29680,Colo-Colo,Absoluta,825,18
29681,Colo-Colo,Ponderada,825,5
29682,Unión La Calera,Absoluta,825,2
29683,Unión La Calera,Ponderada,825,2
29684,Universidad de Concepción,Absoluta,825,14
29685,Universidad de Concepción,Ponderada,825,18
29686,Palestino,Absoluta,825,4
29687,Palestino,Ponderada,825,3
29688,Universidad de Chile,Absoluta,825,6
29689,Universidad de Chile,Ponderada,825,15
29690,Cobresal,Absoluta,825,10
29691,Cobresal,Ponderada,825,12
29692,Universidad Católica,Absoluta,825,1
29693,Universidad Católica,Ponderada,825,1
29694,Iquique,Absoluta,825,16
29695,Iquique,Ponderada,825,17
29696,La Serena,Absoluta,825,11
29697,La Serena,Ponderada,825,9
29698,Coquimbo Unido,Absoluta,825,17
29699,Coquimbo Unido,Ponderada,825,8
29700,Everton,Absoluta,826,6
29701,Everton,Ponderada,826,11
29702,O'Higgins,Absoluta,826,8
29703,O'Higgins,Ponderada,826,7
29704,Antofagasta,Absoluta,826,10
29705,Antofagasta,Ponderada,826,16
29706,Audax Italiano,Absoluta,826,13
29707,Audax Italiano,Ponderada,826,9
29708,Santiago Wanderers,Absoluta,826,7
29709,Santiago Wanderers,Ponderada,826,6
29710,Huachipato,Absoluta,826,11
29711,Huachipato,Ponderada,826,8
29712,Unión Española,Absoluta,826,3
29713,Unión Española,Ponderada,826,4
29714,Curicó Unido,Absoluta,826,12
29715,Curicó Unido,Ponderada,826,15
29716,Colo-Colo,Absoluta,826,9
29717,Colo-Colo,Ponderada,826,5
29718,Unión La Calera,Absoluta,826,2
29719,Unión La Calera,Ponderada,826,2
29720,Universidad de Concepción,Absoluta,826,15
29721,Universidad de Concepción,Ponderada,826,18
29722,Palestino,Absoluta,826,4
29723,Palestino,Ponderada,826,3
29724,Universidad de Chile,Absoluta,826,5
29725,Universidad de Chile,Ponderada,826,14
29726,Cobresal,Absoluta,826,14
29727,Cobresal,Ponderada,826,13
29728,Universidad Católica,Absoluta,826,1
29729,Universidad Católica,Ponderada,826,1
29730,Iquique,Absoluta,826,17
29731,Iquique,Ponderada,826,17
29732,La Serena,Absoluta,826,16
29733,La Serena,Ponderada,826,10
29734,Coquimbo Unido,Absoluta,826,18
29735,Coquimbo Unido,Ponderada,826,12
29736,Everton,Absoluta,827,9
29737,Everton,Ponderada,827,14
29738,O'Higgins,Absoluta,827,11
29739,O'Higgins,Ponderada,827,8
29740,Antofagasta,Absoluta,827,6
29741,Antofagasta,Ponderada,827,15
29742,Audax Italiano,Absoluta,827,14
29743,Audax Italiano,Ponderada,827,9
29744,Santiago Wanderers,Absoluta,827,7
29745,Santiago Wanderers,Ponderada,827,4
29746,Huachipato,Absoluta,827,5
29747,Huachipato,Ponderada,827,6
29748,Unión Española,Absoluta,827,3
29749,Unión Española,Ponderada,827,3
29750,Curicó Unido,Absoluta,827,10
