,n_sim,PenPon,AntAbs,Des1,Des2,PenAbs
2155,6353,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2156,6354,Iquique,Coquimbo Unido,Colo-Colo,Universidad de Concepción,Universidad de Concepción
2157,6356,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2158,6357,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2159,6364,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2160,6367,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2161,6368,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2162,6369,Iquique,La Serena,Coquimbo Unido,Universidad de Concepción,Universidad de Concepción
2163,6375,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2164,6376,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2165,6380,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2166,6382,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2167,6393,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2168,6394,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2169,6398,Iquique,Iquique,Colo-Colo,Universidad de Concepción,Universidad de Concepción
2170,6401,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2171,6404,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2172,6406,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2173,6407,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2174,6418,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2175,6423,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2176,6430,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2177,6435,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2178,6437,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2179,6439,Iquique,Iquique,Colo-Colo,Universidad de Concepción,Universidad de Concepción
2180,6446,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2181,6450,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2182,6458,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2183,6459,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2184,6460,Universidad de Chile,La Serena,Colo-Colo,Iquique,Iquique
2185,6463,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2186,6466,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2187,6467,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
2188,6475,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2189,6476,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2190,6477,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2191,6479,Universidad de Concepción,Coquimbo Unido,Colo-Colo,Iquique,Iquique
2192,6480,Universidad de Concepción,Audax Italiano,Colo-Colo,Iquique,Iquique
2193,6481,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2194,6486,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
2195,6489,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2196,6490,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2197,6495,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2198,6498,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2199,6511,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
2200,6515,Universidad de Concepción,Cobresal,Coquimbo Unido,Iquique,Iquique
2201,6518,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2202,6520,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2203,6522,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2204,6523,Universidad de Chile,Cobresal,Coquimbo Unido,Universidad de Concepción,Universidad de Concepción
2205,6529,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2206,6533,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2207,6536,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
2208,6539,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2209,6540,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2210,6542,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2211,6547,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2212,6549,Universidad de Concepción,La Serena,Colo-Colo,Iquique,Iquique
2213,6558,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2214,6559,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2215,6562,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2216,6563,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2217,6565,Universidad de Concepción,Coquimbo Unido,Colo-Colo,Iquique,Iquique
2218,6568,Universidad de Concepción,Audax Italiano,Colo-Colo,Iquique,Iquique
2219,6569,Iquique,La Serena,Coquimbo Unido,Universidad de Concepción,Universidad de Concepción
2220,6570,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2221,6576,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
2222,6578,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2223,6581,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2224,6582,Universidad de Concepción,Coquimbo Unido,Colo-Colo,Iquique,Iquique
2225,6585,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2226,6588,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2227,6590,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2228,6591,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2229,6592,Universidad de Concepción,Everton,Coquimbo Unido,Iquique,Iquique
2230,6594,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2231,6597,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2232,6600,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2233,6605,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2234,6606,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2235,6610,Universidad de Concepción,Coquimbo Unido,Colo-Colo,Iquique,Iquique
2236,6613,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2237,6614,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2238,6617,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2239,6624,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2240,6630,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2241,6631,Universidad de Concepción,Santiago Wanderers,Coquimbo Unido,Iquique,Iquique
2242,6632,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2243,6633,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2244,6635,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2245,6637,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2246,6640,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2247,6642,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2248,6644,Iquique,Coquimbo Unido,Audax Italiano,Universidad de Concepción,Universidad de Concepción
2249,6647,Universidad de Concepción,Coquimbo Unido,Colo-Colo,Iquique,Iquique
2250,6648,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2251,6651,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2252,6652,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2253,6653,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2254,6655,Universidad de Chile,La Serena,Coquimbo Unido,Iquique,Iquique
2255,6656,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2256,6657,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2257,6659,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2258,6661,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2259,6663,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2260,6665,Universidad de Concepción,Santiago Wanderers,Coquimbo Unido,Iquique,Iquique
2261,6669,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2262,6670,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2263,6671,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2264,6672,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2265,6674,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2266,6679,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2267,6683,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2268,6685,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2269,6688,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2270,6689,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
2271,6691,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2272,6692,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2273,6697,Iquique,Coquimbo Unido,Audax Italiano,Universidad de Concepción,Universidad de Concepción
2274,6699,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2275,6709,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2276,6710,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2277,6717,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2278,6718,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2279,6724,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2280,6732,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2281,6734,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2282,6747,Universidad de Concepción,La Serena,Audax Italiano,Iquique,Iquique
2283,6748,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
2284,6753,Iquique,La Serena,Audax Italiano,Universidad de Concepción,Universidad de Concepción
2285,6754,Universidad de Concepción,Cobresal,Coquimbo Unido,Iquique,Iquique
2286,6758,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2287,6759,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2288,6760,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2289,6761,Universidad de Chile,Cobresal,Coquimbo Unido,Iquique,Iquique
2290,6765,Universidad de Concepción,Cobresal,Coquimbo Unido,Iquique,Iquique
2291,6769,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2292,6771,Universidad de Chile,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2293,6777,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2294,6778,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2295,6779,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2296,6782,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
2297,6784,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2298,6785,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2299,6786,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2300,6788,Universidad de Chile,Audax Italiano,Colo-Colo,Iquique,Iquique
2301,6789,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2302,6790,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2303,6797,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2304,6799,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2305,6804,Universidad de Concepción,Audax Italiano,Colo-Colo,Iquique,Iquique
2306,6805,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2307,6806,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2308,6809,Iquique,Iquique,Coquimbo Unido,Universidad de Concepción,Universidad de Concepción
2309,6810,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2310,6811,Universidad de Concepción,Cobresal,Coquimbo Unido,Iquique,Iquique
2311,6812,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2312,6816,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2313,6822,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2314,6823,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
2315,6824,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2316,6827,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2317,6830,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2318,6831,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2319,6834,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2320,6836,Universidad de Chile,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2321,6838,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
2322,6840,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2323,6843,Universidad de Concepción,Cobresal,Audax Italiano,Iquique,Iquique
2324,6846,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2325,6847,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2326,6848,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2327,6849,Universidad de Chile,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2328,6853,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2329,6854,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2330,6855,Universidad de Chile,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2331,6863,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2332,6869,Universidad de Concepción,Coquimbo Unido,Colo-Colo,Iquique,Iquique
2333,6878,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2334,6880,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2335,6881,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2336,6884,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2337,6885,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2338,6893,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2339,6898,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2340,6906,Universidad de Concepción,Coquimbo Unido,Colo-Colo,Iquique,Iquique
2341,6909,Iquique,Iquique,Colo-Colo,Universidad de Concepción,Universidad de Concepción
2342,6919,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2343,6920,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2344,6921,Universidad de Concepción,Coquimbo Unido,Colo-Colo,Iquique,Iquique
2345,6926,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2346,6930,Universidad de Concepción,La Serena,Colo-Colo,Iquique,Iquique
2347,6933,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2348,6939,Universidad de Concepción,Santiago Wanderers,Coquimbo Unido,Iquique,Iquique
2349,6941,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2350,6949,Universidad de Concepción,Everton,Coquimbo Unido,Iquique,Iquique
2351,6951,Universidad de Concepción,La Serena,Audax Italiano,Iquique,Iquique
2352,6952,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2353,6962,Universidad de Concepción,Cobresal,Coquimbo Unido,Iquique,Iquique
2354,6968,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
2355,6970,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2356,6974,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2357,6975,Universidad de Concepción,Cobresal,Coquimbo Unido,Iquique,Iquique
2358,6983,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2359,6992,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2360,6993,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2361,6996,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2362,6998,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2363,7000,Universidad de Chile,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2364,7007,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2365,7008,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2366,7012,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2367,7015,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2368,7020,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2369,7025,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2370,7032,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2371,7033,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
2372,7036,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2373,7038,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2374,7039,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2375,7044,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2376,7046,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2377,7052,Universidad de Chile,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2378,7056,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2379,7060,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2380,7063,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2381,7065,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2382,7068,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2383,7069,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2384,7070,Universidad de Chile,Santiago Wanderers,Coquimbo Unido,Iquique,Iquique
2385,7076,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
2386,7079,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2387,7082,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2388,7087,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2389,7090,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2390,7092,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2391,7095,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
