,n_sim,PenPon,AntAbs,Des1,Des2,PenAbs
1834,5452,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
1835,5453,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1836,5460,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1837,5461,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
1838,5462,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1839,5464,Universidad de Concepción,Santiago Wanderers,Coquimbo Unido,Iquique,Iquique
1840,5468,Universidad de Concepción,Universidad de Concepción,Colo-Colo,Iquique,Iquique
1841,5471,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
1842,5473,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
1843,5474,Iquique,Coquimbo Unido,Colo-Colo,Universidad de Concepción,Universidad de Concepción
1844,5476,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1845,5477,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1846,5482,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
1847,5484,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
1848,5487,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
1849,5492,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1850,5493,Universidad de Concepción,Coquimbo Unido,Colo-Colo,Iquique,Iquique
1851,5498,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
1852,5500,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
1853,5503,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1854,5505,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1855,5515,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
1856,5516,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1857,5518,Universidad de Chile,Audax Italiano,Coquimbo Unido,Iquique,Iquique
1858,5529,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1859,5531,Universidad de Chile,La Serena,Coquimbo Unido,Iquique,Iquique
1860,5534,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1861,5538,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1862,5539,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1863,5544,Universidad de Chile,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1864,5545,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1865,5550,Universidad de Concepción,Cobresal,Coquimbo Unido,Iquique,Iquique
1866,5551,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
1867,5552,Universidad de Concepción,Cobresal,Coquimbo Unido,Iquique,Iquique
1868,5553,Iquique,Audax Italiano,Colo-Colo,Universidad de Concepción,Universidad de Concepción
1869,5554,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
1870,5555,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
1871,5559,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1872,5560,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
1873,5564,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
1874,5566,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
1875,5567,Universidad de Chile,La Serena,Coquimbo Unido,Iquique,Iquique
1876,5568,Universidad de Concepción,Coquimbo Unido,Colo-Colo,Iquique,Iquique
1877,5569,Universidad de Chile,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1878,5579,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1879,5580,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
1880,5584,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
1881,5586,Iquique,Colo-Colo,Coquimbo Unido,Universidad de Concepción,Universidad de Concepción
1882,5589,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1883,5593,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
1884,5594,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1885,5595,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
1886,5603,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1887,5613,Universidad de Chile,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1888,5626,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1889,5627,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1890,5629,Universidad de Chile,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1891,5631,Universidad de Concepción,Coquimbo Unido,Colo-Colo,Iquique,Iquique
1892,5639,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1893,5644,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1894,5645,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
1895,5648,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
1896,5653,Universidad de Concepción,Santiago Wanderers,Coquimbo Unido,Iquique,Iquique
1897,5654,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1898,5658,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1899,5660,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
1900,5664,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
1901,5671,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
1902,5674,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1903,5675,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1904,5682,Universidad de Concepción,Everton,Coquimbo Unido,Iquique,Iquique
1905,5685,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
1906,5686,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1907,5687,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
1908,5690,Iquique,Colo-Colo,Coquimbo Unido,Universidad de Concepción,Universidad de Concepción
1909,5693,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
1910,5696,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
1911,5698,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
1912,5700,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1913,5702,Universidad de Chile,Audax Italiano,Coquimbo Unido,Iquique,Iquique
1914,5703,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
1915,5704,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
1916,5705,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
1917,5708,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1918,5717,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
1919,5718,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
1920,5720,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
1921,5724,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1922,5728,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1923,5729,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1924,5730,Universidad de Concepción,Cobresal,Coquimbo Unido,Iquique,Iquique
1925,5731,Universidad de Concepción,Coquimbo Unido,Colo-Colo,Iquique,Iquique
1926,5734,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1927,5738,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
1928,5741,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1929,5745,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1930,5755,Universidad de Chile,La Serena,Coquimbo Unido,Iquique,Iquique
1931,5760,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1932,5765,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
1933,5766,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1934,5771,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1935,5772,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
1936,5774,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1937,5779,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
1938,5780,Universidad de Concepción,Coquimbo Unido,Colo-Colo,Iquique,Iquique
1939,5781,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
1940,5782,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
1941,5787,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1942,5788,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1943,5789,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
1944,5792,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1945,5795,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1946,5800,Universidad de Concepción,Cobresal,Coquimbo Unido,Iquique,Iquique
1947,5801,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1948,5804,Iquique,Coquimbo Unido,Audax Italiano,Universidad de Concepción,Universidad de Concepción
1949,5808,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
1950,5810,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1951,5820,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1952,5821,Universidad de Chile,La Serena,Coquimbo Unido,Iquique,Iquique
1953,5824,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
1954,5826,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1955,5830,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
1956,5841,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
1957,5844,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
1958,5849,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
1959,5851,Universidad de Chile,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1960,5853,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1961,5859,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1962,5860,Universidad de Concepción,Audax Italiano,Colo-Colo,Iquique,Iquique
1963,5861,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
1964,5862,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
1965,5866,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1966,5870,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1967,5876,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1968,5877,Universidad de Concepción,Cobresal,Coquimbo Unido,Iquique,Iquique
1969,5879,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
1970,5882,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
1971,5885,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1972,5893,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
1973,5894,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
1974,5897,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
1975,5901,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
1976,5902,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
1977,5909,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
1978,5914,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
1979,5915,Iquique,La Serena,Colo-Colo,Universidad de Concepción,Universidad de Concepción
1980,5920,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
1981,5921,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1982,5927,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
1983,5931,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1984,5932,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
1985,5937,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
1986,5941,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
1987,5943,Universidad de Concepción,Coquimbo Unido,Colo-Colo,Iquique,Iquique
1988,5944,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
1989,5945,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
1990,5948,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1991,5950,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1992,5957,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
1993,5961,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
1994,5962,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
1995,5963,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
1996,5966,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
1997,5968,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
1998,5971,Universidad de Concepción,La Serena,Colo-Colo,Iquique,Iquique
1999,5973,Iquique,Iquique,Coquimbo Unido,Universidad de Concepción,Universidad de Concepción
2000,5975,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2001,5976,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2002,5977,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2003,5981,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2004,5984,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
2005,5985,Universidad de Concepción,Cobresal,Coquimbo Unido,Iquique,Iquique
2006,5986,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2007,5987,Universidad de Chile,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2008,5990,Universidad de Concepción,Cobresal,Coquimbo Unido,Iquique,Iquique
2009,5993,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2010,5999,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2011,6002,Iquique,La Serena,Coquimbo Unido,Universidad de Concepción,Universidad de Concepción
2012,6006,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2013,6007,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
2014,6010,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2015,6012,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2016,6013,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2017,6015,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2018,6016,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2019,6017,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2020,6019,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2021,6028,Iquique,La Serena,Coquimbo Unido,Universidad de Concepción,Universidad de Concepción
2022,6031,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
2023,6034,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2024,6037,Universidad de Concepción,Audax Italiano,Colo-Colo,Iquique,Iquique
2025,6039,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2026,6049,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2027,6050,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2028,6054,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2029,6055,Universidad de Concepción,Cobresal,Coquimbo Unido,Iquique,Iquique
2030,6056,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2031,6057,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2032,6058,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2033,6060,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2034,6061,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2035,6064,Universidad de Concepción,Cobresal,Coquimbo Unido,Iquique,Iquique
2036,6067,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2037,6068,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2038,6069,Universidad de Chile,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2039,6076,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2040,6078,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2041,6079,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2042,6080,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2043,6083,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2044,6084,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2045,6086,Universidad de Chile,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2046,6093,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2047,6097,Iquique,Iquique,Coquimbo Unido,Universidad de Concepción,Universidad de Concepción
2048,6101,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2049,6102,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2050,6103,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2051,6109,Universidad de Concepción,Coquimbo Unido,Colo-Colo,Iquique,Iquique
2052,6110,Universidad de Concepción,Audax Italiano,Colo-Colo,Iquique,Iquique
2053,6112,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2054,6117,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2055,6123,Universidad de Concepción,La Serena,Colo-Colo,Iquique,Iquique
2056,6124,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2057,6125,Iquique,Cobresal,Coquimbo Unido,Universidad de Concepción,Universidad de Concepción
2058,6126,Universidad de Concepción,Cobresal,Coquimbo Unido,Iquique,Iquique
2059,6130,Universidad de Chile,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2060,6134,Universidad de Chile,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2061,6135,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2062,6137,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2063,6141,Universidad de Concepción,La Serena,Audax Italiano,Iquique,Iquique
2064,6145,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2065,6146,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2066,6147,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2067,6149,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
2068,6151,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2069,6152,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2070,6153,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2071,6154,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2072,6155,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2073,6156,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
2074,6157,Iquique,Iquique,Coquimbo Unido,Universidad de Concepción,Universidad de Concepción
2075,6161,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2076,6165,Iquique,Iquique,Coquimbo Unido,Universidad de Concepción,Universidad de Concepción
2077,6166,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2078,6167,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2079,6169,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2080,6170,Universidad de Chile,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2081,6173,Universidad de Concepción,Cobresal,Coquimbo Unido,Iquique,Iquique
2082,6175,Universidad de Concepción,La Serena,Colo-Colo,Iquique,Iquique
2083,6176,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2084,6177,Universidad de Concepción,La Serena,Colo-Colo,Iquique,Iquique
2085,6181,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2086,6183,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2087,6184,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2088,6187,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2089,6193,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2090,6194,Iquique,Iquique,Coquimbo Unido,Universidad de Concepción,Universidad de Concepción
2091,6196,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2092,6197,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2093,6198,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2094,6202,Universidad de Concepción,Cobresal,Coquimbo Unido,Iquique,Iquique
2095,6203,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2096,6208,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2097,6214,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2098,6218,Universidad de Concepción,Coquimbo Unido,Colo-Colo,Iquique,Iquique
2099,6220,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2100,6228,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2101,6230,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2102,6231,Universidad de Concepción,Cobresal,Coquimbo Unido,Iquique,Iquique
2103,6233,Universidad de Concepción,Universidad de Concepción,Colo-Colo,Iquique,Iquique
2104,6234,Iquique,La Serena,Coquimbo Unido,Universidad de Concepción,Universidad de Concepción
2105,6235,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
2106,6242,Universidad de Concepción,Cobresal,Coquimbo Unido,Iquique,Iquique
2107,6247,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2108,6249,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2109,6252,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2110,6253,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2111,6255,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2112,6258,Universidad de Concepción,Universidad de Concepción,Colo-Colo,Iquique,Iquique
2113,6259,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2114,6264,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2115,6265,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2116,6267,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2117,6269,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2118,6271,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2119,6272,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2120,6274,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2121,6275,Universidad de Concepción,La Serena,Colo-Colo,Iquique,Iquique
2122,6277,Iquique,Iquique,Audax Italiano,Universidad de Concepción,Universidad de Concepción
2123,6280,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2124,6281,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2125,6282,Universidad de Concepción,Santiago Wanderers,Colo-Colo,Iquique,Iquique
2126,6286,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2127,6288,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2128,6292,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2129,6295,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2130,6296,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2131,6301,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2132,6302,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2133,6303,Universidad de Chile,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2134,6305,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
2135,6307,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2136,6311,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2137,6314,Universidad de Concepción,Coquimbo Unido,Colo-Colo,Iquique,Iquique
2138,6316,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2139,6317,Universidad de Chile,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2140,6318,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2141,6320,Universidad de Chile,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2142,6324,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2143,6325,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2144,6326,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
2145,6328,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2146,6330,Universidad de Concepción,Santiago Wanderers,Coquimbo Unido,Iquique,Iquique
2147,6332,Universidad de Concepción,La Serena,Colo-Colo,Iquique,Iquique
2148,6334,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2149,6336,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2150,6342,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2151,6343,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2152,6344,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
2153,6345,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
2154,6351,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
